state,level,office_or_chamber,party,official_url,press_listing_url,roster_url,detail_url_pattern,cms_family,requires_js,pagination,feed_rss,feed_wp_json,post_frequency_estimate,scraping_strategy,attribution_strategy,classification,confidence,weird_risks,_origin_file
OR,caucus,house_D_caucus,D,,https://www.oregonlegislature.gov/housedemocrats/Pages/news.aspx,,/News/{slug}.aspx,sharepoint,False,year-collapsible,,,daily,SharePoint scrape,title_prefix,needs_profile,0.8,[],caucus_sources.json
OR,caucus,house_R_caucus,R,,https://www.oregonlegislature.gov/houserepublicans/Pages/news.aspx,,/News/{slug}.aspx,sharepoint,False,year-collapsible,,,weekly,SharePoint scrape,title_prefix,needs_profile,0.8,[],caucus_sources.json
OR,caucus,senate_D_caucus,D,,https://www.oregonlegislature.gov/senatedemocrats/Pages/news.aspx,,/Documents/{filename}.pdf or /News/{slug}.aspx,sharepoint,False,year-collapsible,,,daily,SharePoint .aspx scrape; releases >12mo archived,title_prefix,needs_profile,0.8,['Older releases archived; PDFs not HTML'],caucus_sources.json
OR,caucus,senate_R_caucus,R,,https://www.oregonlegislature.gov/senaterepublicans/Pages/news.aspx,,/News/{slug}.aspx,sharepoint,False,year-collapsible,,,weekly,SharePoint scrape,title_prefix,needs_profile,0.8,[],caucus_sources.json
PA,caucus,senate_D_caucus,D,,https://pasenate.com/newsroom/releases/,,https://pasenate.com/{kebab-title}/,wordpress,False,WP standard,https://pasenate.com/feed/,https://pasenate.com/wp-json/wp/v2/posts,daily,"wp-json (open, returns full posts)",title_prefix,ready_first_wave,0.95,[],caucus_sources.json
PA,caucus,senate_R_caucus,R,,https://www.pasenategop.com/news-releases/,,/news-releases/{slug}/,wordpress,False,WP standard,https://www.pasenategop.com/feed/,,daily,HTML scrape (wp-json returns 401),title_prefix,needs_profile,0.7,['wp-json/wp/v2/posts returns 401 — locked down'],caucus_sources.json
RI,caucus,house_D_caucus,D,,https://www.rilegislature.gov/pressrelease/,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.65,[],caucus_sources.json
RI,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.6,[],caucus_sources.json
RI,caucus,senate_D_caucus,D,,https://www.rilegislature.gov/pressrelease/,,,proprietary,unknown,,,,unknown,,title_prefix,caucus_chamber_only,0.65,[],caucus_sources.json
RI,caucus,senate_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.6,[],caucus_sources.json
SC,caucus,house_D_caucus,D,,https://schousedems.com/news-room/,,/{slug}/,wordpress,False,WP standard,https://schousedems.com/feed/,https://schousedems.com/wp-json/wp/v2/posts,weekly,wp-json,title_prefix,ready_first_wave,0.85,['Last visible posts 2023 — verify activity'],caucus_sources.json
SC,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,weekly,HTML scrape,title_prefix,needs_profile,0.5,['wp-json 404'],caucus_sources.json
SC,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,none,,ambiguous,do_not_claim_member_coverage,0.6,['No SC Senate Dem caucus press site found (small minority caucus)'],caucus_sources.json
SC,caucus,senate_R_caucus,R,,https://scsenategop.com/,,/{slug}/,wordpress,False,WP standard,https://scsenategop.com/feed/,https://scsenategop.com/wp-json/wp/v2/posts,weekly,wp-json,title_prefix,ready_first_wave,0.85,[],caucus_sources.json
SD,caucus,house_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.7,[],caucus_sources.json
SD,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.5,[],caucus_sources.json
SD,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.7,[],caucus_sources.json
SD,caucus,senate_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.5,[],caucus_sources.json
TN,caucus,house_D_caucus,D,,https://tnhousedems.com/news-statements/,,/{slug}/,wordpress,False,WP standard,https://tnhousedems.com/feed/,https://tnhousedems.com/wp-json/wp/v2/posts,weekly,wp-json,title_prefix,ready_first_wave,0.85,['Some content trails off after 2024 — verify activity'],caucus_sources.json
TN,caucus,house_R_caucus,R,,https://tnhousegop.org/member-newsroom/,,/member-newsroom/{year}/{month}/{slug}/,wordpress,False,WP standard,https://tnhousegop.org/feed/,https://tnhousegop.org/wp-json/wp/v2/posts,daily,wp-json,author_column,ready_first_wave,0.95,[],caucus_sources.json
TN,caucus,senate_D_caucus,D,,https://www.tnsenatedems.com/news,,,unknown,unknown,,,,weekly,HTML scrape,title_prefix,needs_profile,0.5,['wp-json 404'],caucus_sources.json
TN,caucus,senate_R_caucus,R,,https://www.tngopsenate.com/news,,,unknown,unknown,,,,weekly,HTML scrape,title_prefix,needs_profile,0.45,['ECONNREFUSED on test — site may be down or strict TLS'],caucus_sources.json
TX,caucus,house_D_caucus,D,,https://texashousedems.com/press/,,/press/{kebab-title}/,unknown,False,chronological,,,2-4/week,HTML scrape; appears static-site,title_prefix,ready_first_wave,0.85,['wp-json 404 — likely Jekyll/Hugo or custom'],caucus_sources.json
TX,caucus,house_R_caucus,R,,https://www.texashousecaucus.com/,,,unknown,unknown,,,,unknown,needs deeper recon,ambiguous,needs_profile,0.4,['wp-json 404; /press 404; site structure unclear from quick fetch'],caucus_sources.json
TX,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,none,,ambiguous,do_not_claim_member_coverage,0.7,['No standalone TX Senate Democratic Caucus press site found; senate.texas.gov is chamber-wide'],caucus_sources.json
TX,caucus,senate_R_caucus,R,,https://www.texassenategop.com/news,,,squarespace,False,chronological,,,rare,Squarespace HTML scrape,title_prefix,needs_profile,0.6,['Last post visible was 2023 — site may be dormant'],caucus_sources.json
UT,caucus,house_D_caucus,D,,https://www.utahhousedemocrats.utleg.gov/blog,,,unknown,unknown,,,,unknown,,title_prefix,needs_profile,0.6,['Latest content from 2025'],caucus_sources.json
UT,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.55,[],caucus_sources.json
UT,caucus,senate_D_caucus,D,,https://www.utahsenatedemocrats.org/statements,,,wix,unknown,,,,unknown,,author_column,needs_profile,0.65,[],caucus_sources.json
UT,caucus,senate_R_caucus,R,,https://senate.utah.gov/news/,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.55,[],caucus_sources.json
VA,caucus,house_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,needs_profile,0.45,['URL inferred from convention'],caucus_sources.json
VA,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,needs_profile,0.4,[],caucus_sources.json
VA,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,needs_profile,0.4,['URL inferred'],caucus_sources.json
VA,caucus,senate_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,needs_profile,0.4,['URL inferred'],caucus_sources.json
VT,caucus,house_D_caucus,D,,https://legislature.vermont.gov/home/noteworthy/announcements/,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.5,[],caucus_sources.json
VT,caucus,house_I_caucus,I,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.6,['VT Progressive Party has 3 House members'],caucus_sources.json
VT,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.6,[],caucus_sources.json
VT,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.5,['Press primarily via state party + chamber'],caucus_sources.json
VT,caucus,senate_I_caucus,I,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.6,['VT Progressive Party has 2 senators but no caucus press site'],caucus_sources.json
VT,caucus,senate_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.6,[],caucus_sources.json
WA,caucus,house_D_caucus,D,,https://housedemocrats.wa.gov/blog/category/press-releases/,,/{senator-slug}/{slug}/,wordpress,False,WP standard,https://housedemocrats.wa.gov/feed/,,daily,HTML scrape (wp-json 403),author_column,needs_profile,0.75,['wp-json 403'],caucus_sources.json
WA,caucus,house_R_caucus,R,,https://houserepublicans.wa.gov/news/,,/{slug}/,wordpress,False,WP standard,https://houserepublicans.wa.gov/feed/,https://houserepublicans.wa.gov/wp-json/wp/v2/posts,daily,wp-json (open),title_prefix,ready_first_wave,0.95,[],caucus_sources.json
WA,caucus,senate_D_caucus,D,,https://senatedemocrats.wa.gov/news/,,/news/{slug}/ or /{senator-slug}/news/{slug}/,wordpress,False,WP standard,https://senatedemocrats.wa.gov/feed/,https://senatedemocrats.wa.gov/wp-json/wp/v2/posts,daily,wp-json (open),author_column,ready_first_wave,0.95,[],caucus_sources.json
WA,caucus,senate_R_caucus,R,,https://src.wastateleg.org/news/,,/news/{slug}/,wordpress,False,WP standard,https://src.wastateleg.org/feed/,,daily,HTML scrape (wp-json returns 401),author_column,needs_profile,0.75,['wp-json 401 locked down'],caucus_sources.json
WI,caucus,house_D_caucus,D,,,,,proprietary,False,,,,daily,chamber site,author_column,caucus_chamber_only,0.7,[],caucus_sources.json
WI,caucus,house_R_caucus,R,,,,,proprietary,False,,,,daily,chamber site,author_column,caucus_chamber_only,0.7,[],caucus_sources.json
WI,caucus,senate_D_caucus,D,,https://legis.wisconsin.gov/senate/democrats/,,,proprietary,False,,,,daily,"chamber site, per-senator pages",author_column,caucus_chamber_only,0.7,[],caucus_sources.json
WI,caucus,senate_R_caucus,R,,https://legis.wisconsin.gov/senate/republicans/,,,proprietary,False,,,,daily,chamber site,author_column,caucus_chamber_only,0.7,[],caucus_sources.json
WV,caucus,house_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.7,[],caucus_sources.json
WV,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,needs_profile,0.4,[],caucus_sources.json
WV,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.7,['Tiny minority'],caucus_sources.json
WV,caucus,senate_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,needs_profile,0.4,['wp-json 404'],caucus_sources.json
WY,caucus,house_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.7,[],caucus_sources.json
WY,caucus,house_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.5,[],caucus_sources.json
WY,caucus,senate_D_caucus,D,,,,,unknown,unknown,,,,unknown,,ambiguous,do_not_claim_member_coverage,0.7,['Tiny minority (1-2 senators)'],caucus_sources.json
WY,caucus,senate_R_caucus,R,,,,,unknown,unknown,,,,unknown,,ambiguous,caucus_chamber_only,0.6,['WY Freedom Caucus has stand-alone press but covers subset; main releases via wyoleg.gov'],caucus_sources.json
,executive,AZ State Legislature (central press),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,CA State Assembly (Speaker's Press Office),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,CA State Senate (root),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,CA State Senate — Senator Wiener (per-senator subdomain),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,CT General Assembly (root),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,FL House of Representatives (Speaker's press),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,FL State Senate (central press),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,FL State Senate (publications table),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,HI State Legislature (root),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,IL General Assembly (root),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,MA General Court (legislature root),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,NJ Legislature (general assembly + senate),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,NY Assembly Speaker's Office (central press),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,NY State Assembly (per-member press),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,NY State Senate (per-senator newsroom),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,NY State Senate (state-wide newsroom),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,NY State Senate Republicans (caucus),,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,"PA State Senate (root, redirects to palegis.us/senate)",,,,,,,False,,,,,,,,,,browser_render_verification.json
,executive,WA State Senate Democrats (caucus site),,,,,,,False,,,,,,,,,,browser_render_verification.json
AK,executive,ag,,https://law.alaska.gov/,https://law.alaska.gov/press/releases/,,https://law.alaska.gov/press/releases/{year}/{date}-{slug}.html,static-html,False,next-link,,,weekly,httpx_html,,needs_profile,0.45,['Older static HTML; date in URL'],exec_govs_ags.json
AK,executive,governor,,https://gov.alaska.gov/,https://gov.alaska.gov/newsroom/press-releases/,,https://gov.alaska.gov/newsroom/press-releases/{slug}/,wordpress,False,querystring,https://gov.alaska.gov/feed/,https://gov.alaska.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.5,[],exec_govs_ags.json
AK,executive,ltgov,,https://ltgov.alaska.gov/,https://ltgov.alaska.gov/news/,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.4,['AK LG also performs SoS duties; press is sparse'],exec_other_statewide.json
AL,executive,ag,,https://www.alabamaag.gov/,https://www.alabamaag.gov/news/,,https://www.alabamaag.gov/news/{slug}/,wordpress,False,querystring,https://www.alabamaag.gov/feed/,https://www.alabamaag.gov/wp-json/wp/v2/posts,weekly,wp_json,,needs_profile,0.4,[],exec_govs_ags.json
AL,executive,ag_commissioner,,https://agi.alabama.gov/,https://agi.alabama.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
AL,executive,auditor,,https://auditor.alabama.gov/,https://auditor.alabama.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
AL,executive,governor,,https://governor.alabama.gov/,https://governor.alabama.gov/newsroom/,,https://governor.alabama.gov/newsroom/{year}/{month}/{slug}/,wordpress,False,querystring,https://governor.alabama.gov/feed/,https://governor.alabama.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.55,['WAF (ECONNREFUSED on probe) — may need Playwright or Wayback fallback'],exec_govs_ags.json
AL,executive,psc,,https://psc.alabama.gov/,https://psc.alabama.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,['3-member elected commission; institutional press'],exec_other_statewide.json
AL,executive,sos,,https://www.sos.alabama.gov/,https://www.sos.alabama.gov/newsroom/press-releases,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
AL,executive,treasurer,,https://treasury.alabama.gov/,https://treasury.alabama.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
AR,executive,ag,,https://arkansasag.gov/,https://arkansasag.gov/news/news-releases/,,https://arkansasag.gov/news/news-releases/{slug}/,wordpress,False,querystring,https://arkansasag.gov/feed/,https://arkansasag.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.5,[],exec_govs_ags.json
AR,executive,auditor,,https://www.arkansas.gov/auditor/,https://www.arkansas.gov/auditor/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.35,[],exec_other_statewide.json
AR,executive,governor,,https://governor.arkansas.gov/,https://governor.arkansas.gov/news-media/press-releases/,,https://governor.arkansas.gov/news-media/press-releases/{slug}/,wordpress,False,querystring,https://governor.arkansas.gov/feed/,https://governor.arkansas.gov/wp-json/wp/v2/posts,weekly,wp_json,,ready_first_wave,0.55,[],exec_govs_ags.json
AR,executive,land_commissioner,,https://www.cosl.org/,https://www.cosl.org/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.35,[],exec_other_statewide.json
AR,executive,sos,,https://www.sos.arkansas.gov/,https://www.sos.arkansas.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,['Jester appointed 2025; succeeded Thurston who resigned'],exec_other_statewide.json
AR,executive,treasurer,,https://artreasury.gov/,https://artreasury.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.4,[],exec_other_statewide.json
AZ,executive,ag,,https://www.azag.gov/,https://www.azag.gov/press-releases,,https://www.azag.gov/press-release/{slug},drupal,False,querystring,,,weekly,httpx_html,,ready_first_wave,0.85,[],exec_govs_ags.json
AZ,executive,governor,,https://azgovernor.gov/,https://azgovernor.gov/office-arizona-governor/news,,https://azgovernor.gov/office-arizona-governor/news/{year}/{month}/{slug},drupal,False,querystring,,,weekly,httpx_html,,needs_profile,0.5,['Drupal — selectors must be probed'],exec_govs_ags.json
AZ,executive,mine_inspector,,https://asmi.az.gov/,https://asmi.az.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,rare,httpx_listing_walk,,needs_profile,0.4,['Niche elected office; minimal press output'],exec_other_statewide.json
AZ,executive,sos,,https://azsos.gov/,https://azsos.gov/about-office/media-center/press-releases,,https://azsos.gov/about-office/media-center/press-releases/[ID],drupal,False,numeric_id_walk,,,weekly,httpx_drupal_with_id_walk,,ready_first_wave,0.85,['Two URL forms: /about-office/media-center/press-releases/[ID] and /news/[ID]'],exec_other_statewide.json
AZ,executive,spi,,https://www.azed.gov/,https://www.azed.gov/communications/press-releases,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,weekly,httpx_listing_walk,,needs_profile,0.5,[],exec_other_statewide.json
AZ,executive,treasurer,,https://www.aztreasury.gov/,https://www.aztreasury.gov/news,,[NEEDS VERIFICATION],[NEEDS VERIFICATION],False,[NEEDS VERIFICATION],,,monthly,httpx_listing_walk,,needs_profile,0.45,[],exec_other_statewide.json
